Vol.239 2025失意大公司·国内篇
[00:03:14] 就让创始人失去了一些最基本的判断力和感知力最后形成了某种像皇帝的心意的那个效果尤其是比如说那个事件过了之后他们不是有一个什么小朋友抱着哭啊那个我觉得更加夸张了这个其实在某一类企业里面还是比较常见的现象我觉得也不是说这件事情搞成这么大最主要的原因当然其实大家整件事情里面最关心的还是预制材是的罗永浩和贾国龙其实只是用一种戏剧性的方式让这个大家多少都知晓
[00:03:42] 但有不那么明了的问题一下子爆发了关于玉枝菜的讨论呢其实现在也非常多了我们此前一些报道或者节目多少也涉及到大家可以去看第一财经杂志2025年11月刊那个封面的专题或者去听除此以外的一系列的节目这里我们反而可以回到西贝的问题上来看一下就是为什么玉枝菜和西贝这个公司会结合在一起那西贝其实曾经是一个以好食材然后好的烹饪然后比较高的溢价
[00:04:08] 来为卖点的一个连锁的餐厅这三个事情的组合其实在中国的连锁餐饮当中不是非常常见的因为中餐的种种特点其实你要做全国连锁的话要么就是比较多的就是快餐对吧我们看到比较多的或者就是几乎不需要烹饪的火锅其实就是说如果你想同时做好食材好烹饪和高溢价的话
[00:04:31] 一般来说比较好的一个状态就是一个区域级的连锁或者你要做更高级的比如说像新荣记这种级别才可能说能把这些东西都拢在一起就算它像新荣记覆盖到全国的话其实它主要还是一个一个单点所以说在整个这么一个背景之下西北能在全国把店铺开来其实是件非常不容易的事情它有几百家店了还是蛮厉害的
[00:04:54] 但是它在疫情之后其实就像很多的连锁餐饮一样也面临比较严重的冲击你像那时候贾国龙就说过比较著名的就是说他账上的现金流只能维持三个月等等的这让他也看到了作为一个全职营的一个连锁的餐饮然后定价稍微比较高的话它的天花板或者说是一个困境所在但作为一个整个的餐饮集团他其实这几年主要就是在想除了西北油面村以外要找突破口这个突破口首先就是开新的一些餐厅
[00:05:22] 试了很多新的类型对各种各样的名字有的是小型的面点那种档口甚至专门卖它的酸奶还有以贾国龙自己的名字命名的什么功夫菜还有肉夹馍对还有他家族二代开的一些bistro各种尝试我觉得这种尝试对一个公司来说是可以的但是成功的确实有限最后最成功的是什么呢其实还是主品牌的儿童餐的转型
[00:05:45] 这其实是西北能支持这么多年就是后来大家反过来总结的话会发现就是儿童餐转型确实是可以说在中段就已经救过西北一次了是那为什么餐厅这么喜欢做儿童餐呢其实我们可以看到西北带来这个风潮之后很多餐厅都在跟进啊就是因为儿童餐它既能吸引非常稳定的客流同时呢也能支撑一个比较高的溢价听上去就跟电影院为什么喜欢放动画电影是一个类型确实是一回事情
[00:06:11] 但这种溢价是建立在一个很高的预期和信任的认知之主上的尤其是城市的家庭对于你这个餐厅的儿童餐的食材烹饪的过程包括这个配料表等等的干不干净有个很高的预期而西贝的预制菜其实在这个方面就打破了这种预期因为还有一个点就是西贝其实在2023年开始就准备上市了然后它2026年是一个预期的上市的重要的节点
[00:06:38] 现在很多人会认为他为了去推上市这个计划所以说采用了大量的预制食材去降成本或者把它整个财报做得更好看就这两件事情是有关系的换句话说满足投资者需求的餐厅和满足消费者需求的餐厅其实是一个矛盾的问题这个其实可能是西北事件反映出来一个结构性的问题是的然后这个结构性的问题又和大家对于预制菜
[00:07:03] 所谓的官方的或者行业认定的这个标准以及消费者认知的那个标准之间的落差
[00:07:28] 当时上海的学生家长在西北的事件当中我觉得是好的意义上的借题发挥了就让其实早就存在但是一直没有得到妥善回应的学生餐的问题得以更大规模的借着西北这个事情曝光了而且这种曝光最后发现它被允许长期存在了最终就促成了这个绿杰这样一个学生餐的供应商它倒掉了
[00:07:48] 但从这个意义上来看呢不论是贾国龙自己为师的公关反击还是绿杰以及相关部门在此之前长期的沉默其实都是一种权力带来的不同形式的傲慢有可能一个是在公司内部一个是在公司外部最后我们发现你没法等到这种傲慢消失你只能亲手戳破它
[00:08:07] OK那讲完西北我们进入第二家失忆大公司就是万科做光我们过去几年的失忆大公司盘点呢几乎每年都能找到一个地产公司放在里面就是2021年是恒大2022年是荣创23年是万达24年没有啊
[00:08:22] 其实我们今年也已经把新世界发展问题聊了那到了2025年的年底终于轮到万科了轮到你了万科走到这一步其实毫不意外因为它从商业模式或者说整个行业的背景上面跟之前已经爆雷的恒大融创碧桂园没有什么特别显著的差异唯一可以说到差一点就是它有一个国资背景的大股东就是深圳地铁然后深圳地铁过去几年一直在给万科输血嘛
[00:08:49] 那2025年底的爆雷呢也是因为这个大股东申铁终于快要被万科给吃垮了他不得已需要切割关系所导致的那关于申铁为什么会成为万科大股东呢这个其实要追溯到更早的2016年的保万之争但这个不是我们今天节目的重点重点是当年申铁是一个白衣骑士的形象出现
[00:09:11] 而且它不仅给万科带了资金还有稳定的支持还带了那一种非常经典的商业模式改良就是允许万科沿着它的地险线路去开发楼盘也就是所谓的港铁那种TOD的模式其实TOD是港铁包括很多的铁路公司能够稳健运营几十年然后长期保持盈利的一个关键
[00:09:31] 所以当时外界就会认为生铁和万科的结合是很有想象力的也是一种比较健康的一种商业的合作不过问题就是保万之争或者说生铁和万科结合其实是比较早的事情了而影响整个中国房地产行业的三道红线政策其实还是要说这个政策它是一个2020年的事情再加上几个因素比如说这几年的房价泡沫破裂还有通缩长期影响消费还有房地产行业的整体寒冬
[00:09:58] 这个不是靠比如说一个TOD自身的制度优越性就可以拯救的一个大的背景所以我们可以看到其实2024年万科已经出现了全年500亿的一个大亏损了
[00:10:09] 2025年前三个季度整个公司的销售额还是腰斩的就同比的话然后9月的单月销售额觉得不到100亿元了其实对于万科来说非常夸张的一个小听上去不是万科能做出来的一个销售额这是什么概念就是疫情之前头部的房企其实年销售额都是大几千亿甚至上万亿的水平单月不到100亿的销售额在当时对应的应该是一个什么中央部甚至更差的一个房企的一个水平但这现在是一个万科的水平
[00:10:37] 这个我们说的还是比较简单的盈亏和销售额的数据如果说我们再看债务水平的话到2025年的6月份万科的年终的财报就显示它一年内需要偿还的债务已经超过了1500亿元
[00:10:51] 这里说的还是规范的表内债务我们之前在恒大那期节目里面已经讲过了中国的大型房企其实有很多在表外藏债的手段那为什么生铁要不断向外科输血我觉得合理推断这个里面还是有一些表外债务需要化解的因素在里面起作用的你刚才一直在讲输血其实我们可以看一下这个具体输血输了多少2025年的2月到9月就是短短的半年多的时间
[00:11:18] 生铁已经给万科提供了超过250亿元的股东借款相当于每个月都要输血30多亿就直接给你钱就这个意思才能勉强的维持一个运营
[00:11:28] 到了11月2日然后万科向深圳地铁又一轮的31亿美元的这个借款协议当中呢深铁已经开始给自己设一点保护的底线了它为未来的这个追加融资设定了一个上限而且还要求提供抵押品就算你是我的下面的这个资产你也不能不停地问我要对抵押品这个事情其实是一个很有意思的信号
[00:11:50] 理论上申铁作为万科的一个大股东他对于这个下面公司的经营状况包括他到底有什么资产都应该是非常清楚的正常来说呢下属公司和股东之间完全可以做那种无抵押的信用贷款嘛但是申铁偏偏选择了一个有抵押的方案就说明其实内部能看到的情况应该已经是非常严重了而且呢申铁这个血包自己也已经非常的瘪了
[00:12:14] 因为申铁自己也有财报的披露可以看到从2022年开始他自己的财报就已经有亏损迹象了到2024年是一下子大亏了330多亿就一口气吃掉了过去五年积攒的所有的利润所以说现在选择与万科割旗情理之中不过割旗这个动作确实是一个比较悲观的信号就包括大家会认为跟去年的大家对于房地产整个的救市的态度预期会有一个很大的变化简单来说就是不再有所谓大而不能倒的房地产企业了
[00:12:43] 政府的救助或者是托底必须是有限的哪怕你是万科有可能也是这样一个逻辑讲到这里关于万科终局我觉得大家可能已经有自己的判断了不过关于通向终局的这个过程应该会非常的波折因为目前万科有一个新的情况就是他需要就每一笔贷款和债券分别去跟投资人去谈怎么处置这个方案
[00:13:08] 比如说2025年的12月上旬就有一笔20亿元的人民币债券的投资人他们就否决了万科方面给出的宽限方案就是他们两边这个事情上面要纠葛时间会比想象中要多很多就当然这种宽限或者是重置或者处置等等的其实在这个债务的问题上面是非常常见的但是如果你一笔一笔谈的话其实
[00:13:29] 就很不一样这回事情就很不一样了这个就是跟恒大不太一样的地方对就是基于总账来谈的话这整个债务的方案的设计会非常的轻松对于欠债这一方来说比较简单一点简单一些当然造成后果就是小投资人的权益往往会受到很大的侵害你放在这个里面你本身不算什么但是一笔一笔处置的话其实对于欠债的公司来说你要付出时间精力就更多
[00:13:54] 而且任何一笔贷款都有可能马上把这个公司给压垮我觉得整个过程跟凌迟也差不多吧很可惜啊我们没能在万科这样一家过去的头部的或者说是标杆性的房企上面看到复苏的奇迹也没能在他的死亡过程当中见到真正有建设性意义的扶持和救助的方案如果说整个房地产业的旧模式已经走到尽头了那么新模式又该是什么呢这些问题到现在还没有答案
[00:14:22] 好,接下来就进入到我们今天要聊的第三家市役大公司,就是百度。2025年11月18日,百度是发布了它第三季度的财报,营收是312亿元,同比下滑7%,经营亏损是151亿元,去年同期这个数字是盈利67亿元。
[00:14:42] 发布这份财报之后就传出了百度开始大规模裁员的消息除了AI和云计算的业务线其他的很多部门的裁员比例都超过了10%甚至20%40%都有说实话仅就亏损和裁员的信息其实百度放到失忆大公司这个名单里面就是很合理就够了对但你觉得这里面还有个更说不上来的地方就是营收只有312亿吗
[00:15:08] 如果拓展到整个比如说2025年前三个季度加起来的话百度的总收入是963亿元这个其实就是比想象中要少在广义的中国的互联网和科技上市公司里面这个数字勉强排到前十这件事情我也觉得非常的重要就是营收这件事情曾经与百度并列的阿里巴巴和腾讯
[00:15:30] 前三个季度的营收就同比了2025年前三季度营收都是它的十几倍一个是5000多亿一个是7000多亿还有一个没上市的字节跳动的那什么公司跟百度差不多水平呢快手网易唯品会唯品会的营收就是前三季度比百度少200多亿当然它因为是个电影商又是个有些直营的部分它这个营收会显得比较高点就跟京东一样但反正怎么样呢就是它的规模净利润还比百度高呢
[00:15:57] 虽然我们说规模这件事情在很多时候并不能用来判断一家公司的好坏或者胜衰但是在一个讲求规模讲求集中力量来占据领先位置的一个行业里面其实规模还是非常重要的有几年了大家已经讨论之后BAT这个说法是不是要重新改一下尤其是B的部分如果你还是要讲BAT的话那B应该是百当四度可能是百度了是的当然突然的游营转亏的话而且如此大幅度的扭转仍然是一个要搞清楚的问题
[00:16:25] 官方对此的解释实际上是比较清楚的这一个季度的巨额的亏损主要是来自于一次性的核心资产的减值大白话来讲就是百度盘了盘手里的这些资产然后发现当中有一组资产它不值钱了所以我要一次性在财报里面把这个比资产的价值重新记个照就相当于是一个主动的戳破泡沫的一个动作那么这个不值钱的核心资产是什么呢百度的高管在电话会里面也明确说了就是它的AI算力
[00:16:54] 什么算力是不值钱的东西吗不是最值钱的东西吗没错但是呢因为百度是国内比较早开始大规模累积这个AI算力的就是囤GPU的这些公司啊到了现在他手里边就会有一些早期的GPU或者一些服务器的群已经满足不了现在AI模型训练的要求了所以就是囤是囤的但是不小心囤的太早了一直技术上没过时了是这个意思吗就有些已经没有用了
[00:17:17] 我觉得从这个角度来看其实单季度的亏损还是比较积极的就是你主动的反正老显卡都没用了这是个必然的事实那你在一次性的在财报里面让它利空出尽未来你的资产负债表会更加健康一些但是另外一方面这也体现出一个问题就是AI算力的更新迭代的速度也是很快的但你的资产折旧也会比想象中更加快一点
[00:17:37] 如果说一次性的巨额亏损是百度的一个主动的选择的话那我觉得另外一个非常重要的这个财报当中的负面因素就是它的主营的广告业务或者说这个所谓的在线营销收入也是大幅的下降了第三季度我们一般理解的这个搜索广告为主的这个业务它同比下滑了18%
[00:17:54] 我觉得这件事情是比较要命的就是因为2024年百度全年在这个部分它已经是同比下滑了3%了搜索业务下滑我觉得这也算是一个大家都可以接受的一个老趋势了因为短视频的推荐算法和AI信息也不是一年两年了不去主动搜索这件事情已经是一个功能了或者说大家搜索的入口也不一定是在百度了有可能在小红书有可能在微信对吧但问题就是这个下降的辅助还是比较大的对
[00:18:24] 你就相当于出生人口减少少子化大家都知道是这个趋势你不能断牙是少子对这个问题就大了我们可以对比一下Google它也曾经出现过季度性的广告业务收入的下滑那个时候它的股价还会受到很大的影响当然Google的广告业务来源会更加多元一些跟百度不完全一样但它主要还是搜索对吧但是我们现在看到就最近的两个季度伴随着在AI上的反扑还有Google对自己搜索框对搜索页面的大幅的更新之后
[00:18:52] 这两季财报上面它的这个不论是广告的业务还是它整体的营收包括它的利润都是强劲的反弹所以说不管是算力还是搜索其实核心问题又回到了AI没错就像Google是全球投入AI研究最早也最深入的大公司之一百度其实在各种意义上也是中国AI领域的一个黄埔军校但是百度自己在这一轮大模型营里的这个AI浪潮当中就你别说在全球了在中国都有些掉队
[00:19:19] 我们看三个层面第一个就是基座大模型的部分曾经的文心一言是比较早的能够跟上GPT-4的热潮的GPT-4火了之后它很快就发了文心一言还有很多的传播一度的用户量也是比较大的现在文心一言已经掉队了这个大家都比较明确了不论是效果上面还是它整个的参数的规模上面等等的都和国内领先的那些做大模型的创业公司以及像阿里巴巴等等的都有比较大的差距了这是一个
[00:19:47] 第二个层面就是应用我觉得这个有可能差距更加大
[00:19:51] 2C端的这些产品啊能否快速适应AI时代的一个问题这方面呢百度的动作也有点慢就是它到了2025年的下半年它这个百度搜索才迎来了一次重大的改版在此之前呢其实更多是一个个产品的改进比如说像网盘百度的这个文库啊等等的它不同的产品都会有一些结合AI的一些升级这个会做理论上并不是说这些改变一定是越快越好但是就是说这个改变呢我们本身上是看就是说
[00:20:19] 通过AI这件事情公司内部对于组织价格调整是不是能让公司的各个条块都聚焦在AI这个主轴上的问题是这方面其实阿里就是做的相对更好一点比如说像夸克签问这些调整和战略升级至少在思路上面是更清晰的或者说整个故事就听起来是更顺的而且至少投资者也白印了对吧他这个新的叙事
[00:20:40] 第三个关于AI的层面其实就是芯片我觉得这个有可能是现阶段百度觉得自己最有希望的一个东西了这个有可能反而是普通的消费者或用户不太了解就是百度它有个自研的AI芯片就是昆仑芯这个部分的业务今年的其实业绩增长的比较快就跟自己相比同比增长非常快它这个背景主要就是专门的科技竞争有段时间AI的芯片的问题实际上是非常的胶着的在2025年昆仑芯就在这个背景之下
[00:21:07] 达到了很多中国大公司的订单比如像交通啊这个金融啊等等应用的一些订单当然这个部分的收入目前在整个公司的占比还是非常小的但是你如果说想现在就把百度定义为一个什么AI半导体公司感觉也不太可能对那我觉得第一财经杂志的同事王杰夫他在年度盘点里面的有一篇文章总结的还是比较到位的他就说百度是一个工程师文化的贸易公司
[00:21:34] 它其实擅长的还是为B端客户解决问题而打磨另一项C端用户的产品其实并不是它很擅长的一个事情这个理由就能解释百度很多的现状的问题关于AI还要多说一句就一个部分就是自动驾驶它也算AI的一个部分百度的语境里面就是罗伯快跑
[00:21:52] 其实无人驾驶出租车肯定已经属于是百度当下在整个AI的领域里边真的比较领先的部分了至少是和特斯拉微墨是接近可以这么理解毕竟从事这个部分的公司已经比较少了
[00:22:06] 但是现在大家对于这件事情担心变成了整个无人驾驶出租车这个Robotexi这个生意它在商业层面到底有多大的盈利空间有多大的规模它能否嵌套进如今的城市布局和法规之下其实这些问题在中国和美国都有不确定性的
[00:22:23] 相较之下呢反而是目前应用于量产车上的辅助驾驶虽然有这样那样的问题但他至少能够给这些公司很多的现金流但是百度是完全跳开了这一步他跟车企的那个合作大家也知道的这个公司已经倒闭了
[00:22:37] 今年我们看到萝卜快跑的进展就是去了欧洲和中东他出海去了这个出海的目的地听上去跟继续融资需求也是很匹配的是的最后还是回到AI我们知道百度是黄埔军校像如今全球领先的这个模型机就是Cloud的这个背后的公司的创始人曾经就是伍文达时代这个百度的AI团队的重要的员工此外呢从这个团队走出来的还有像地平线的科技的这个创始人于凯
[00:23:02] 可以说百度对于大的方向或者系统的搭建这些事情来说它从来没有问题它对于AI当时的布局那些设计的领域到现在来看都是非常完整也是没有什么问题的就像它从各个方面都可以和Google来进行对比一样这个是OK的但是具体到每个部分每个业务它似乎都没有办法把事情做到最好而这个可能就不单单是AI的问题了
[00:23:27] OK 接下来我们就进入第四家诗意大公司就是茅台这几年我们节目其实聊了有几次奢侈品有轻奢有重奢但都是国外的品牌这次要聊的是一个具有中国特色的奢侈品品牌就是贵州茅台它在2025年情况不算很好
[00:23:44] 关于今年茅台的危机有一个标志性的事件就是在12月中旬飞天茅台的市场批发价出现了非常严重的下跌以至于在某些第三方平台是一度跌破了1499元的官方建议零售价不过这里要稍微解释一下整个逻辑茅台的销售体系对茅台销售体系跟一般商品不是太一样
[00:24:09] 茅台有一个官方建议零售价是1499元但这个长期以来不管是批发商还是消费者都完全不接受官方的建议对就是茅台的销售其实长期实行一个叫做配额制的一个制度只有有资质的一级经销商才能直接从茅台公司去拿货从2018年起这些一级经销商拿货的出厂价都是由茅台方面确定的就比这个
[00:24:38] 建议零售价低一些是969元是稳定的价格但是呢一级经销商拿货以后呢不会直接按照这个1499的这个建议零售价买因为茅台大家都知道是好东西所以说它在市场上面实际的成交价格理论上可以更高
[00:24:52] 所以一级经销商一般是按照2600到2700甚至更高的一个市场批发价批给二级经销商或者一些大客户或者是黄牛最后呢再加几道手再加一些价才卖到消费者手上到消费者手上可能是3000块甚至更高这是过去的一个常规的思路所以说呢在整个过程当中一级经销商每瓶其实原本是可以赚很多钱比如说1000多甚至说1500 2000都是有可能的那二级经销商零售商
[00:25:21] 后面的过程每到也可以有一点点比如说小几百大几百甚至上千的利润空间这个是长期以来茅台的一个就是价格上面大家是怎么分这个钱的就是一个从上至下的一个金字塔型的特许经营的那种感觉的一个逻辑对
[00:25:37] 今年最大问题就是说市场批发价这个指标是出现了非常明显的一个崩盘就是原本是2200以上现在一度跌到1499以下这个呢意味着两点第一就是原本的一级经销商的利润空间是更小它原来比如说每瓶可以赚1500现在变成只赚几百块了
[00:25:56] 第二点就是二级经销商和零售商他们其实更惨的因为他们过去囤的货有可能是2600 2700囤的货你现在是1400 1500就能囤得到货你按照这个新的成本水平来看其实他旧的那个囤货就是亏了的就像这个债券的收益率和他的这个价格倒挂的这种感觉在这样一个系统里面其实价格就是一个很强烈的信号了那在茅台这个问题上面其实可以有两种解释一种就是中端的需求减少大家不买茅台了
[00:26:25] 经销商就要急着清库存所以开始降价转卖第二个的话就是有可能是这个经销体系的问题就是经销体系这些一级二级经销商和品牌之间存在矛盾所以经销商试图用这种自损不知道几币的这个方式来跟品牌重塑一下关系第一种解释方式呢主要还是从宏观消费形式去看的包括说今年确实对于公务营就管理有进一步的收紧啊以及就是说长期以来大家讨论的年轻消费者喜好大家不喝茅台等等的
[00:26:54] 这个对于茅台在内的所有高端白角来说都是一个无可避免的一个问题所以呢我们如果说茅台的问题呢我们主要还是在看看二的这个部分到底成不成立关于这个问题我们可以先看一些财务指标来看一下茅台目前和经销商的关系有没有变化
[00:27:11] 首先是合同负债这一项虽然名字上叫负债但它其实指的就是经销商预付给茅台的一个货款2025年上半年这个指标同比是下降了14.5%这其实就是说明经销商囤货的总价出现了一定的下滑其次是现金流还是2025年上半年的数据就是公司的经营活动现金流量金额是下降了64%就少了600多亿元这个其实是比较危险的一个信号
[00:27:39] 下跌的主要原因呢一部分也是因为我们前面说的这个合同负债减少了经销商预付的货款少了所以公司的现金流量就减少了这其实是很严重的影响了茅台这个财报的质量最后呢就是库存库存部分就指的就是说茅台有多少生产出来的酒是放在自己的仓库里面没有转给经销商去卖的那其实销售状况好的时候这个部分理论上是很少的哪怕是茅台现在开始有些自营的部分这个周转也应该是很快的没有库存了
[00:28:08] 可能是最好的一个状况但是2025年上半年这个指标是同比上升了9%这就意味着确实有些货没有像过去一样被快速的消化掉最后还可以看一个更通盘的指标就是营收这反映整个市场对于茅台的购买意愿
[00:28:24] 2015年的股东大会上面茅台已经把全年的营收增速目标从之前的12%下调到了9%而且从前三季度的情况来看这个9%说不定不太能完成所以简单来说茅台今年确实过得不是很好而且压力主要就是来自于经销商层面跟品牌层面的一个博弈就是从刚才你举的这几个数据不管是合同负债 现金流 库存
[00:28:50] 还是这个营收来看的话确实有可能二这个理由是有一定的存在的那接下来一个问题的话就是为什么茅台经销商会和茅台闹成这个样子会要追溯一个比较长期原因呢还是要说就是茅台其实从2021年初就开始推行的渠道改革简单来说呢就是茅台想法就是把经销商体系再精简一下然后强化自己的支应的部分来扩大公司整体的毛利率最后呢把新增这个部分利润回馈给国资和股东
[00:29:17] 这个里面最重要的工作就是一个是定价权的重新讨论还有一个就是渠道重塑因为整个时间有限呢具体我们就不展开了然后show notes里面有一篇第一财经杂志的同事文思敏在2022年写的茅台研报其实当时因为这个改革就已经开始了所以说对于整个过程已经有一个比较清晰的梳理了整件事情在2025年其实产生了一个余波就是主导这一轮茅台渠道改革的原茅台集团董事长丁雄军
[00:29:45] 也被查了为什么要说也呢就是因为茅台领导不好当啊2018年就是他的又一个原董事长袁仁国被查以后之后的两年里面其实有14位茅台高管就落马了所以茅台高管就是其实是一个经常被查的一个岗位不难理解
[00:30:03] 关于这个问题我们杂志的老同事也是杂志的专栏作者崔鹏有个判断就是他觉得茅台的管理者比较像是一个职业官僚这些职业官僚的核心目标就是要均衡国资股东市场投资者和经销商三方的利益那如果说国资需要更多的税收股东需要更高的回报那其实就必然要牺牲经销体系的既得利益
[00:30:29] 考虑到这几年正好是一个关键的洗牌阶段然后高管的频繁调整其实确实不太利于外界去清晰的理解茅台未来的工作方向和工作重点是什么我们在开头说茅台是一家中国特色的奢侈品公司如果前几年这个短语的重音还可以放在奢侈品公司这个上面它表现出的是一个表面的繁荣那么这不几年有可能我们不得不继续玩味一下中国特色这四个字所呈现出的内部矛盾了
[00:30:58] 当然短期的矛盾不一定会导致茅台价值的崩塌但它势必要尽快的理顺这个矛盾才不会让短期的波折变成长期的失忆
[00:31:09] 最后呢就到了我们的第五家国内的市役大公司美团2025年美团的财报其实给我们清晰的展示了一下补贴大战能有多惨烈2025年第三季度也就是789这三个月美团的营收是955亿元基本和去年同期是持平的最关键的就是利润就是它的经营利润去年的第三季度24年的第三季度是136亿元多2025年呢直接在前面加一个富豪
[00:31:37] 同时还要再加60多亿就是负的198亿元听上去跟百度有点像是吗没错这边说明一下就美团的这个经营利润也就是不计入利息啊税收还是其他非经营性支出这个利润它是反映一下美团这种公司主营业务的一个核心的指标那如果说百度这个指标的剧烈变动还是有一些财报上不那么常规性的一些动作所导致的话那美团这个惨烈的180度的大反转的话
[00:32:05] 就是因为它主营业务真的出了很大的问题就是大家众所周知的原因补贴大战其实我们从另一个数字来看也更清楚一点就是看经营性现金流阿里巴巴和美团第三季度的经营性现金流都是净流出200多亿美团其实200多一点亿美团自己在三季报里面也直接说了目前的核心的它的本地商业业务仍然处于一个竞争过热的状态
[00:32:31] 当然阿里的业务更复杂他还有AI或者云那一块的支出这个是可以放在里面的但是在这个季度里面我觉得影响整个现金流部分的主要还是因为他在外卖大战上的补贴关于这场大战的背景其实我们不久前在拼好饭的节目里面也讲到了京东是雷声大雨点小淘宝闪购才是真正的大boss关键这个大boss图的不是美团的生意我要把你全都抢光
[00:32:57] 而是只是为了提升自己淘宝这个APP在用户心目当中的分量和重要性所以看中了外卖这个高频的业务我要来插一手目前来看淘宝闪购已经基本达到了它的战略目的根据投研机构诚心公司的预测美团在及时零售市场的交易总额这个GTV的这个份额的话会从24年的最高73%下降到2027年的55%这是它的一个预测
[00:33:21] 淘宝闪购将扩张到40%京东有可能是6%这是他的一个预期是一个很典型的双巨头加上一个没有人关心的第三名的配置是的实际上在2025年上半年美团的利润已经出现了收窄的情况上半年它的营收是同比增长了14%营收还是扩大的但是经营利润已经同比下滑了三分之一了这当中肯定有一部分就是第二季度尾声的时候外卖大家已经开始的部分
[00:33:47] 但我们还是可以认为当时的下滑更多主要是整体的外卖就是这个本地生活市场的那个不景气所导致的那整体的我们可以看到外面的客单价都在下滑然后利润都在变薄而且美团相比于餐厅已经属于受影响比较小的嘛你可以看到什么一个城市整体的餐饮业才盈利多少而且他还有积极主动的自己去推广像拼好饭这样的一些业务主动的去往增加单量而非增加利润的方向靠拢只不过在面对阿里巴巴这样一个量级的竞争对手的时候呢
[00:34:14] 美团这个上半年的主动选择就变成了被动应战其实负责美团核心业务的这个王浦中他在接受晚点采访的时候这喊话已经非常明了啊就是外卖这个生意利润不高的然后拼的都是细节你砸钱进来呢也很难学到这么多年积攒的这个know how是做不长的等等等等那个采访我看我觉得他说的很真诚吧就而且说的也都没有错很诚恳我觉得只不过他错误理解的一件事情就是
[00:34:42] 阿里本来也没有指望说淘宝闪狗运营的有多好甚至说你要做到比美团还好他根本没有这样的预期他可能就觉得差不太多就行了而且这也是我们对于外卖大战一个预期可能他也是那么认为但是他没办法
[00:34:56] 其实在拼好分的节目里面我们就提到过了就美团这几年其实一直处于一个被巨头攻击的这样一个状态抖音呢是攻击他的这个到店零售所谓的到店零售就是我们更熟悉说吧就是那些团购券对前几年其实已经给美团带来了很大的冲击了当时是抖音在大规模的补贴了一段时间之后呢其实主动的降低了这个竞争的烈度啊因为他对于抖音这样一个中国市场上最强大的赚钱机器来说本地生活的赚钱效率实在是看不上眼确实
[00:35:25] 其实我们知道团购是美团的利润基本盘对美团来说人家看不上你的东西是你最重要的利润过了两年之后又迎来了另一个竞争对手阿里那冲击的是他的营收和流量的基本盘为什么一直被轮番冲击呢其实也就是因为美团他做的这个生意他很高频他意味着流量和用户而且能够覆盖整个中国的很多的城市但是我在想的是为什么外卖这个生意能够被他做的这么高频除了这公司很多的运营的能力等等的以外
